k,n_samples,n_failures,success_rate,latency_ms_mean,latency_ms_std,tokens_per_sec_mean,tokens_per_sec_std,acceptance_rate_mean,acceptance_rate_std,kv_appended_tokens_mean,kv_appended_tokens_std,kv_append_time_ms_mean,kv_append_time_ms_std,proposed_mean,proposed_std,accepted_mean,accepted_std,device,dtype
1,10,0,1.0,218.58807974032297,29.810758708207242,4.679674312147633,0.7718042172167519,0.6183223864258347,0.12868211263798882,0.0,0.0,0.0,0.0,56.4,16.044936896105263,33.8,1.16619037896906,cuda,float16
